date_time,location_name,vehicle_count,avg_speed,congestion_level,weather_condition
2024-10-28 08:00:00,Jalna Road,48,40.68573077483947,Low,Rain
2024-10-28 08:00:00,Seven Hills,50,42.41228974345996,Low,Cloudy
2024-10-28 08:00:00,Aurangpura,60,39.638186875508914,Low,Foggy
2024-10-28 08:00:00,Railway Station,54,40.410910267558066,Low,Clear
2024-10-28 09:00:00,Kranti Chowk,54,39.88952041616127,Low,Rain
2024-10-28 09:00:00,CIDCO,59,32.047865716811366,Low,Foggy
2024-10-28 09:00:00,Jalna Road,62,25.34661194322519,Medium,Rain
2024-10-28 09:00:00,Seven Hills,59,33.07523677059751,Low,Clear
2024-10-28 09:00:00,Aurangpura,61,34.384221159185124,Medium,Rain
2024-10-28 09:00:00,Railway Station,53,44.77319276197072,Low,Foggy
2024-10-28 10:00:00,Kranti Chowk,61,40.540034332314605,Medium,Rain
2024-10-28 10:00:00,CIDCO,50,30.80340394255205,Low,Foggy
2024-10-28 10:00:00,Jalna Road,53,30.685153341119616,Low,Cloudy
2024-10-28 10:00:00,Seven Hills,51,31.947740442579136,Low,Clear
2024-10-28 10:00:00,Aurangpura,55,42.76842802378232,Low,Cloudy
2024-10-28 10:00:00,Railway Station,77,43.17392097690942,Medium,Cloudy
2024-10-28 11:00:00,Kranti Chowk,74,48.34049314114904,Medium,Rain
2024-10-28 11:00:00,CIDCO,51,34.16654784839399,Low,Cloudy
2024-10-28 11:00:00,Jalna Road,65,41.20857802995243,Medium,Foggy
2024-10-28 11:00:00,Seven Hills,51,57.30603115928784,Low,Clear
2024-10-28 11:00:00,Aurangpura,56,38.08881553630817,Low,Rain
2024-10-28 11:00:00,Railway Station,45,34.60361824540361,Low,Clear
2024-10-28 12:00:00,Kranti Chowk,48,44.37804714252065,Low,Foggy
2024-10-28 12:00:00,CIDCO,53,40.300388489799985,Low,Foggy
2024-10-28 12:00:00,Jalna Road,68,44.9206653049255,Medium,Clear
2024-10-28 12:00:00,Seven Hills,59,48.878533793590904,Low,Cloudy
2024-10-28 12:00:00,Aurangpura,56,39.44583295369217,Low,Foggy
2024-10-28 12:00:00,Railway Station,68,45.13259944012064,Medium,Foggy
2024-10-28 13:00:00,Kranti Chowk,75,25.653561039324185,Medium,Foggy
2024-10-28 13:00:00,CIDCO,43,43.32989474774362,Low,Clear
2024-10-28 13:00:00,Jalna Road,68,29.118557803056838,Medium,Foggy
2024-10-28 13:00:00,Seven Hills,52,42.5096444074366,Low,Clear
2024-10-28 13:00:00,Aurangpura,52,34.69200490520346,Low,Foggy
2024-10-28 13:00:00,Railway Station,49,28.80048225909766,Low,Foggy
2024-10-28 14:00:00,Kranti Chowk,67,39.457323735868584,Medium,Foggy
2024-10-28 14:00:00,CIDCO,62,35.11371987707101,Medium,Clear
2024-10-28 14:00:00,Jalna Road,46,49.73947574456268,Low,Foggy
2024-10-28 14:00:00,Seven Hills,48,45.539890918716374,Low,Rain
2024-10-28 14:00:00,Aurangpura,70,54.94932574950935,Medium,Rain
2024-10-28 14:00:00,Railway Station,51,31.156353620564065,Low,Rain
2024-10-28 15:00:00,Kranti Chowk,76,51.917063886865,Medium,Clear
2024-10-28 15:00:00,CIDCO,66,21.206863800549968,Medium,Foggy
2024-10-28 15:00:00,Jalna Road,55,55.670621996754065,Low,Rain
2024-10-28 15:00:00,Seven Hills,67,28.600913852715,Medium,Rain
2024-10-28 15:00:00,Aurangpura,58,50.817715551959,Low,Cloudy
2024-10-28 15:00:00,Railway Station,69,28.98882712102895,Medium,Rain
2024-10-28 16:00:00,Kranti Chowk,57,23.894312130038863,Low,Clear
2024-10-28 16:00:00,CIDCO,66,44.850691267343095,Medium,Rain
2024-10-28 16:00:00,Jalna Road,51,38.558004321421954,Low,Cloudy
2024-10-28 16:00:00,Seven Hills,59,38.153660909219695,Low,Rain
2024-10-28 16:00:00,Aurangpura,49,36.65518616953753,Low,Rain
2024-10-28 16:00:00,Railway Station,54,44.095643994829814,Low,Cloudy
2024-10-28 17:00:00,Kranti Chowk,53,38.77146993918141,Low,Cloudy
2024-10-28 17:00:00,CIDCO,50,37.757148152366,Low,Rain
2024-10-28 17:00:00,Jalna Road,59,38.81262789521658,Low,Rain
2024-10-28 17:00:00,Seven Hills,67,40.099965024050626,Medium,Cloudy
2024-10-28 17:00:00,Aurangpura,65,34.60300805380255,Medium,Rain
2024-10-28 17:00:00,Railway Station,59,36.948691543639455,Low,Rain
2024-10-28 18:00:00,Kranti Chowk,61,18.49393311887338,Medium,Foggy
2024-10-28 18:00:00,CIDCO,72,45.785629840370454,Medium,Rain
2024-10-28 18:00:00,Jalna Road,49,55.16671877407973,Low,Rain
2024-10-28 18:00:00,Seven Hills,53,32.391692394634184,Low,Foggy
2024-10-28 18:00:00,Aurangpura,56,54.67661473758683,Low,Foggy
2024-10-28 18:00:00,Railway Station,68,33.21748743297493,Medium,Clear
2024-10-28 19:00:00,Kranti Chowk,64,28.30717926638506,Medium,Foggy
2024-10-28 19:00:00,CIDCO,62,35.54004161851117,Medium,Cloudy
2024-10-28 19:00:00,Jalna Road,50,60.0,Low,Rain
2024-10-28 19:00:00,Seven Hills,59,30.094056075949613,Low,Foggy
2024-10-28 19:00:00,Aurangpura,58,26.87411001003946,Low,Clear
2024-10-28 19:00:00,Railway Station,73,32.393190780584064,Medium,Foggy
2024-10-28 20:00:00,Kranti Chowk,29,38.97342280614368,Low,Cloudy
2024-10-28 20:00:00,CIDCO,28,49.775343585402645,Low,Foggy
2024-10-28 20:00:00,Jalna Road,30,44.632985145582445,Low,Rain
2024-10-28 20:00:00,Seven Hills,25,43.9406974984904,Low,Foggy
2024-10-28 20:00:00,Aurangpura,20,44.88194071845237,Low,Rain
2024-10-28 20:00:00,Railway Station,35,32.70361922284333,Low,Foggy
2024-10-28 21:00:00,Kranti Chowk,22,51.89829496076889,Low,Foggy
2024-10-28 21:00:00,CIDCO,19,47.410856871592394,Low,Foggy
2024-10-28 21:00:00,Jalna Road,29,42.40732342343572,Low,Clear
2024-10-28 21:00:00,Seven Hills,18,47.3389284226586,Low,Rain
2024-10-28 21:00:00,Aurangpura,18,48.539763987626586,Low,Foggy
2024-10-28 21:00:00,Railway Station,22,43.85906738645538,Low,Rain
2024-10-28 22:00:00,Kranti Chowk,29,42.25142700345549,Low,Clear
2024-10-28 22:00:00,CIDCO,23,39.46436735440997,Low,Clear
2024-10-28 22:00:00,Jalna Road,17,43.9474369271822,Low,Rain
2024-10-28 22:00:00,Seven Hills,23,44.73469363409391,Low,Clear
2024-10-28 22:00:00,Aurangpura,25,42.004015665494585,Low,Rain
2024-10-28 22:00:00,Railway Station,27,33.59091841939995,Low,Rain
2024-10-28 23:00:00,Kranti Chowk,19,35.13800908846098,Low,Foggy
2024-10-28 23:00:00,CIDCO,14,55.253208446790964,Low,Foggy
2024-10-28 23:00:00,Jalna Road,28,43.851652686563796,Low,Rain
2024-10-28 23:00:00,Seven Hills,24,52.50203171750888,Low,Cloudy
2024-10-28 23:00:00,Aurangpura,30,35.76450633341863,Low,Rain
2024-10-28 23:00:00,Railway Station,26,51.22530746934303,Low,Foggy
2024-10-29 00:00:00,Kranti Chowk,24,39.907602273432175,Low,Foggy
2024-10-29 00:00:00,CIDCO,32,26.8018866881974,Low,Rain
2024-10-29 00:00:00,Jalna Road,31,45.08657190855173,Low,Foggy
2024-10-29 00:00:00,Seven Hills,21,55.16767485514627,Low,Clear
2024-10-29 00:00:00,Aurangpura,31,49.865132768011094,Low,Clear
2024-10-29 00:00:00,Railway Station,18,31.560623428644725,Low,Rain
2024-10-29 01:00:00,Kranti Chowk,20,57.43575933882764,Low,Rain
2024-10-29 01:00:00,CIDCO,18,36.0519121436319,Low,Clear
2024-10-29 01:00:00,Jalna Road,30,50.140688530861965,Low,Cloudy
2024-10-29 01:00:00,Seven Hills,31,33.47216818322801,Low,Cloudy
2024-10-29 01:00:00,Aurangpura,26,46.61198133374729,Low,Clear
2024-10-29 01:00:00,Railway Station,26,38.07738851217465,Low,Clear
2024-10-29 02:00:00,Kranti Chowk,25,40.476288567870746,Low,Cloudy
2024-10-29 02:00:00,CIDCO,24,44.66832235165262,Low,Rain
2024-10-29 02:00:00,Jalna Road,23,33.75514870075346,Low,Foggy
2024-10-29 02:00:00,Seven Hills,24,30.691548249306738,Low,Foggy
2024-10-29 02:00:00,Aurangpura,25,34.254289306931625,Low,Clear
2024-10-29 02:00:00,Railway Station,20,42.07165444791849,Low,Foggy
2024-10-29 03:00:00,Kranti Chowk,33,44.26271913485554,Low,Cloudy
2024-10-29 03:00:00,CIDCO,31,39.04675772903091,Low,Clear
2024-10-29 03:00:00,Jalna Road,28,33.45759420930211,Low,Rain
2024-10-29 03:00:00,Seven Hills,39,43.017374584507586,Low,Foggy
2024-10-29 03:00:00,Aurangpura,32,57.67982838051589,Low,Clear
2024-10-29 03:00:00,Railway Station,30,33.434690985370175,Low,Cloudy
2024-10-29 04:00:00,Kranti Chowk,28,31.125228763147994,Low,Rain
2024-10-29 04:00:00,CIDCO,38,36.142324333024774,Low,Clear
2024-10-29 04:00:00,Jalna Road,20,35.863252181504414,Low,Foggy
2024-10-29 04:00:00,Seven Hills,27,32.386497714041376,Low,Rain
2024-10-29 04:00:00,Aurangpura,24,45.499219183021154,Low,Cloudy
2024-10-29 04:00:00,Railway Station,30,38.1025685710652,Low,Cloudy
2024-10-29 05:00:00,Kranti Chowk,28,43.00880780143478,Low,Rain
2024-10-29 05:00:00,CIDCO,33,39.125604332960656,Low,Foggy
2024-10-29 05:00:00,Jalna Road,33,37.49497650982376,Low,Rain
2024-10-29 05:00:00,Seven Hills,27,48.17198418169718,Low,Foggy
2024-10-29 05:00:00,Aurangpura,24,46.64743226764913,Low,Clear
2024-10-29 05:00:00,Railway Station,30,30.99322891092904,Low,Clear
2024-10-29 06:00:00,Kranti Chowk,23,37.283808636543164,Low,Clear
2024-10-29 06:00:00,CIDCO,26,41.816092554565635,Low,Foggy
2024-10-29 06:00:00,Jalna Road,36,41.91690189179392,Low,Cloudy
2024-10-29 06:00:00,Seven Hills,19,48.023705941128625,Low,Foggy
2024-10-29 06:00:00,Aurangpura,28,20.314853354627544,Low,Rain
2024-10-29 06:00:00,Railway Station,38,23.205120154820566,Low,Cloudy
2024-10-29 07:00:00,Kranti Chowk,31,55.618619342283836,Low,Clear
2024-10-29 07:00:00,CIDCO,18,48.60759198914061,Low,Rain
2024-10-29 07:00:00,Jalna Road,21,38.636556747809735,Low,Clear
2024-10-29 07:00:00,Seven Hills,27,51.743459372476586,Low,Rain
2024-10-29 07:00:00,Aurangpura,23,36.71669526333288,Low,Rain
2024-10-29 07:00:00,Railway Station,28,30.144865984301866,Low,Clear
2024-10-29 08:00:00,Kranti Chowk,68,35.82225989132873,Medium,Cloudy
2024-10-29 08:00:00,CIDCO,51,40.963005915046956,Low,Clear
2024-10-29 08:00:00,Jalna Road,57,39.98076954885619,Low,Rain
2024-10-29 08:00:00,Seven Hills,70,52.306962948887715,Medium,Foggy
2024-10-29 08:00:00,Aurangpura,53,38.814393583100674,Low,Foggy
2024-10-29 08:00:00,Railway Station,74,37.489296233779754,Medium,Rain
2024-10-29 09:00:00,Kranti Chowk,68,34.75527218462564,Medium,Clear
2024-10-29 09:00:00,CIDCO,69,33.83040258054538,Medium,Clear
2024-10-29 09:00:00,Jalna Road,56,36.71615618906287,Low,Cloudy
2024-10-29 09:00:00,Seven Hills,71,57.297729364885676,Medium,Foggy
2024-10-29 09:00:00,Aurangpura,49,45.963260073599,Low,Clear
2024-10-29 09:00:00,Railway Station,59,33.26389546864754,Low,Foggy
2024-10-29 10:00:00,Kranti Chowk,54,42.27221865088235,Low,Rain
2024-10-29 10:00:00,CIDCO,75,29.899109416349784,Medium,Foggy
2024-10-29 10:00:00,Jalna Road,51,42.728055361029156,Low,Foggy
2024-10-29 10:00:00,Seven Hills,61,31.393946345144503,Medium,Clear
2024-10-29 10:00:00,Aurangpura,65,34.28611041050465,Medium,Rain
2024-10-29 10:00:00,Railway Station,46,36.009046706454804,Low,Rain
2024-10-29 11:00:00,Kranti Chowk,57,34.21817359447138,Low,Foggy
2024-10-29 11:00:00,CIDCO,71,31.79526283484159,Medium,Rain
2024-10-29 11:00:00,Jalna Road,49,45.71357945624995,Low,Foggy
2024-10-29 11:00:00,Seven Hills,65,38.200728507749396,Medium,Clear
2024-10-29 11:00:00,Aurangpura,75,44.808214341454025,Medium,Rain
2024-10-29 11:00:00,Railway Station,64,41.930936964532144,Medium,Cloudy
2024-10-29 12:00:00,Kranti Chowk,62,45.96618875241291,Medium,Cloudy
2024-10-29 12:00:00,CIDCO,47,49.20957501030955,Low,Clear
2024-10-29 12:00:00,Jalna Road,57,37.58618812353088,Low,Rain
2024-10-29 12:00:00,Seven Hills,60,29.25780874382295,Low,Rain
2024-10-29 12:00:00,Aurangpura,47,32.51336207736662,Low,Clear
2024-10-29 12:00:00,Railway Station,56,36.61457300529474,Low,Rain
2024-10-29 13:00:00,Kranti Chowk,50,40.27244719175658,Low,Rain
2024-10-29 13:00:00,CIDCO,60,46.491410379829404,Low,Foggy
2024-10-29 13:00:00,Jalna Road,53,21.471610715247603,Low,Clear
2024-10-29 13:00:00,Seven Hills,58,42.014734291188745,Low,Cloudy
2024-10-29 13:00:00,Aurangpura,68,40.22143088125323,Medium,Rain
2024-10-29 13:00:00,Railway Station,54,38.799100062854365,Low,Cloudy
2024-10-29 14:00:00,Kranti Chowk,58,39.16094463478087,Low,Foggy
2024-10-29 14:00:00,CIDCO,45,33.52119145400647,Low,Clear
2024-10-29 14:00:00,Jalna Road,69,53.954934212124854,Medium,Cloudy
2024-10-29 14:00:00,Seven Hills,48,41.43838423728654,Low,Cloudy
2024-10-29 14:00:00,Aurangpura,68,43.465561733511194,Medium,Foggy
2024-10-29 14:00:00,Railway Station,68,48.9936629891242,Medium,Rain
2024-10-29 15:00:00,Kranti Chowk,71,31.454816509225,Medium,Clear
2024-10-29 15:00:00,CIDCO,68,41.8577055263169,Medium,Cloudy
2024-10-29 15:00:00,Jalna Road,79,52.30464873032299,Medium,Foggy
2024-10-29 15:00:00,Seven Hills,71,39.81807220883395,Medium,Foggy
2024-10-29 15:00:00,Aurangpura,62,39.729952952535484,Medium,Clear
2024-10-29 15:00:00,Railway Station,68,36.25367455725313,Medium,Rain
2024-10-29 16:00:00,Kranti Chowk,48,42.88765267881979,Low,Clear
2024-10-29 16:00:00,CIDCO,60,28.761883926015457,Low,Foggy
2024-10-29 16:00:00,Jalna Road,79,37.702029828966836,Medium,Rain
2024-10-29 16:00:00,Seven Hills,60,49.67999436615473,Low,Cloudy
2024-10-29 16:00:00,Aurangpura,66,32.812746953617456,Medium,Rain
2024-10-29 16:00:00,Railway Station,55,47.768292799700575,Low,Rain
2024-10-29 17:00:00,Kranti Chowk,53,28.261899272991272,Low,Foggy
2024-10-29 17:00:00,CIDCO,55,18.11476310230693,Low,Cloudy
2024-10-29 17:00:00,Jalna Road,60,34.497850409290734,Low,Cloudy
2024-10-29 17:00:00,Seven Hills,52,40.64093227119778,Low,Cloudy
2024-10-29 17:00:00,Aurangpura,59,33.28526500463951,Low,Clear
2024-10-29 17:00:00,Railway Station,58,50.39285867830913,Low,Foggy
2024-10-29 18:00:00,Kranti Chowk,61,50.233372435853795,Medium,Foggy
2024-10-29 18:00:00,CIDCO,61,38.37194835614741,Medium,Clear
2024-10-29 18:00:00,Jalna Road,58,40.01568380076204,Low,Cloudy
2024-10-29 18:00:00,Seven Hills,69,36.4877829029185,Medium,Cloudy
2024-10-29 18:00:00,Aurangpura,71,36.14474921525744,Medium,Cloudy
2024-10-29 18:00:00,Railway Station,66,42.20102243972663,Medium,Rain
2024-10-29 19:00:00,Kranti Chowk,64,37.3110230937527,Medium,Cloudy
2024-10-29 19:00:00,CIDCO,60,53.598520318787905,Low,Rain
2024-10-29 19:00:00,Jalna Road,49,40.786876122989064,Low,Rain
2024-10-29 19:00:00,Seven Hills,70,48.25641780401176,Medium,Clear
2024-10-29 19:00:00,Aurangpura,79,28.690959565704016,Medium,Rain
2024-10-29 19:00:00,Railway Station,61,40.78155781461833,Medium,Cloudy
2024-10-29 20:00:00,Kranti Chowk,28,35.39619741785658,Low,Cloudy
2024-10-29 20:00:00,CIDCO,24,49.69123064398654,Low,Cloudy
2024-10-29 20:00:00,Jalna Road,26,24.42514651611638,Low,Foggy
2024-10-29 20:00:00,Seven Hills,27,42.87416026972337,Low,Clear
2024-10-29 20:00:00,Aurangpura,30,39.36613340192073,Low,Clear
2024-10-29 20:00:00,Railway Station,21,27.28056086627061,Low,Rain
2024-10-29 21:00:00,Kranti Chowk,22,45.76406540940323,Low,Rain
2024-10-29 21:00:00,CIDCO,17,47.37622860208879,Low,Foggy
2024-10-29 21:00:00,Jalna Road,16,54.72022807639418,Low,Foggy
2024-10-29 21:00:00,Seven Hills,22,33.456576133080944,Low,Rain
2024-10-29 21:00:00,Aurangpura,29,57.3411725976586,Low,Foggy
2024-10-29 21:00:00,Railway Station,26,43.27242073880541,Low,Cloudy
2024-10-29 22:00:00,Kranti Chowk,24,55.53889738995988,Low,Rain
2024-10-29 22:00:00,CIDCO,26,54.46046943650397,Low,Foggy
2024-10-29 22:00:00,Jalna Road,30,39.161854637571,Low,Foggy
2024-10-29 22:00:00,Seven Hills,35,29.71366268993489,Low,Clear
2024-10-29 22:00:00,Aurangpura,35,38.41972972401681,Low,Clear
2024-10-29 22:00:00,Railway Station,19,32.48821712759318,Low,Rain
2024-10-29 23:00:00,Kranti Chowk,17,33.51063997601256,Low,Foggy
2024-10-29 23:00:00,CIDCO,27,28.57663622268511,Low,Rain
2024-10-29 23:00:00,Jalna Road,32,55.7247532101033,Low,Foggy
2024-10-29 23:00:00,Seven Hills,24,40.40418803445472,Low,Foggy
2024-10-29 23:00:00,Aurangpura,22,47.97255848948319,Low,Rain
2024-10-29 23:00:00,Railway Station,21,43.70693564984969,Low,Clear
2024-10-30 00:00:00,Kranti Chowk,28,38.431244002845595,Low,Foggy
2024-10-30 00:00:00,CIDCO,20,40.5875436797154,Low,Cloudy
2024-10-30 00:00:00,Jalna Road,16,40.5436943792335,Low,Cloudy
2024-10-30 00:00:00,Seven Hills,15,54.98054658517578,Low,Foggy
2024-10-30 00:00:00,Aurangpura,27,36.11691259527072,Low,Cloudy
2024-10-30 00:00:00,Railway Station,34,60.0,Low,Foggy
2024-10-30 01:00:00,Kranti Chowk,18,30.44950716834781,Low,Rain
2024-10-30 01:00:00,CIDCO,27,49.88190181443755,Low,Clear
2024-10-30 01:00:00,Jalna Road,22,37.8464845659955,Low,Clear
2024-10-30 01:00:00,Seven Hills,28,47.0834777119736,Low,Foggy
2024-10-30 01:00:00,Aurangpura,21,33.312424258680046,Low,Clear
2024-10-30 01:00:00,Railway Station,28,40.15460798071117,Low,Cloudy
2024-10-30 02:00:00,Kranti Chowk,16,39.07641645025907,Low,Rain
2024-10-30 02:00:00,CIDCO,32,42.89265230055248,Low,Foggy
2024-10-30 02:00:00,Jalna Road,33,34.15717667238541,Low,Cloudy
2024-10-30 02:00:00,Seven Hills,34,27.13213017839912,Low,Rain
2024-10-30 02:00:00,Aurangpura,30,39.92726309413962,Low,Rain
2024-10-30 02:00:00,Railway Station,16,30.577717314880303,Low,Clear
2024-10-30 03:00:00,Kranti Chowk,20,40.123356481383325,Low,Rain
2024-10-30 03:00:00,CIDCO,25,40.56146025158582,Low,Rain
2024-10-30 03:00:00,Jalna Road,21,37.629711588851485,Low,Rain
2024-10-30 03:00:00,Seven Hills,16,30.417201883048048,Low,Foggy
2024-10-30 03:00:00,Aurangpura,20,43.36173517064405,Low,Rain
2024-10-30 03:00:00,Railway Station,22,27.199875221653997,Low,Cloudy
2024-10-30 04:00:00,Kranti Chowk,28,27.886014260852036,Low,Clear
2024-10-30 04:00:00,CIDCO,26,42.00926014930383,Low,Foggy
2024-10-30 04:00:00,Jalna Road,18,46.2187548515714,Low,Rain
2024-10-30 04:00:00,Seven Hills,21,18.473910612600555,Low,Foggy
2024-10-30 04:00:00,Aurangpura,19,57.36959870032686,Low,Foggy
2024-10-30 04:00:00,Railway Station,27,21.619896948152398,Low,Foggy
2024-10-30 05:00:00,Kranti Chowk,32,44.332839746564424,Low,Clear
2024-10-30 05:00:00,CIDCO,22,39.625355437205286,Low,Cloudy
2024-10-30 05:00:00,Jalna Road,24,38.0587194113354,Low,Cloudy
2024-10-30 05:00:00,Seven Hills,29,53.55635799458199,Low,Clear
2024-10-30 05:00:00,Aurangpura,24,39.992298601545485,Low,Cloudy
2024-10-30 05:00:00,Railway Station,24,36.352238743966296,Low,Cloudy
2024-10-30 06:00:00,Kranti Chowk,22,46.77370532065355,Low,Cloudy
2024-10-30 06:00:00,CIDCO,24,40.90367629833434,Low,Rain
2024-10-30 06:00:00,Jalna Road,26,34.65542708789363,Low,Rain
2024-10-30 06:00:00,Seven Hills,29,38.645148148316224,Low,Clear
2024-10-30 06:00:00,Aurangpura,26,32.621908187565246,Low,Rain
2024-10-30 06:00:00,Railway Station,27,32.4438168577537,Low,Clear
2024-10-30 07:00:00,Kranti Chowk,35,36.46623530076034,Low,Clear
2024-10-30 07:00:00,CIDCO,23,51.53787424910278,Low,Cloudy
2024-10-30 07:00:00,Jalna Road,24,27.605652501442286,Low,Foggy
2024-10-30 07:00:00,Seven Hills,12,44.536292711404364,Low,Rain
2024-10-30 07:00:00,Aurangpura,30,39.18177700015676,Low,Cloudy
2024-10-30 07:00:00,Railway Station,27,33.696645419368345,Low,Rain
2024-10-30 08:00:00,Kranti Chowk,71,37.82896308703006,Medium,Foggy
2024-10-30 08:00:00,CIDCO,59,44.284935090863115,Low,Foggy
2024-10-30 08:00:00,Jalna Road,69,45.40447002515424,Medium,Clear
2024-10-30 08:00:00,Seven Hills,58,46.088147528200395,Low,Clear
2024-10-30 08:00:00,Aurangpura,53,41.44392748403282,Low,Foggy
2024-10-30 08:00:00,Railway Station,58,41.59954823562229,Low,Clear
2024-10-30 09:00:00,Kranti Chowk,65,52.535335523133625,Medium,Foggy
2024-10-30 09:00:00,CIDCO,73,42.933665106571304,Medium,Cloudy
2024-10-30 09:00:00,Jalna Road,61,35.96133967398265,Medium,Foggy
2024-10-30 09:00:00,Seven Hills,60,27.496137084667495,Low,Foggy
2024-10-30 09:00:00,Aurangpura,72,36.024619567184324,Medium,Cloudy
2024-10-30 09:00:00,Railway Station,57,33.65965251998631,Low,Cloudy
2024-10-30 10:00:00,Kranti Chowk,52,46.42934682656207,Low,Cloudy
2024-10-30 10:00:00,CIDCO,59,35.88445220021742,Low,Cloudy
2024-10-30 10:00:00,Jalna Road,47,30.5461483849039,Low,Cloudy
2024-10-30 10:00:00,Seven Hills,68,28.603283976033364,Medium,Clear
2024-10-30 10:00:00,Aurangpura,70,32.89777037278034,Medium,Foggy
2024-10-30 10:00:00,Railway Station,67,43.26334613079434,Medium,Cloudy
2024-10-30 11:00:00,Kranti Chowk,72,52.133700469879585,Medium,Rain
2024-10-30 11:00:00,CIDCO,63,29.9537646695831,Medium,Cloudy
2024-10-30 11:00:00,Jalna Road,66,25.11655250109261,Medium,Cloudy
2024-10-30 11:00:00,Seven Hills,64,42.48706573962758,Medium,Rain
2024-10-30 11:00:00,Aurangpura,56,39.71419967787617,Low,Rain
2024-10-30 11:00:00,Railway Station,63,48.76622650301626,Medium,Rain
2024-10-30 12:00:00,Kranti Chowk,58,28.240227068485716,Low,Cloudy
2024-10-30 12:00:00,CIDCO,59,40.89423072594007,Low,Foggy
2024-10-30 12:00:00,Jalna Road,61,46.63044919388994,Medium,Cloudy
2024-10-30 12:00:00,Seven Hills,66,29.210214967479743,Medium,Clear
2024-10-30 12:00:00,Aurangpura,63,48.735144972181,Medium,Foggy
2024-10-30 12:00:00,Railway Station,54,47.54999140744778,Low,Foggy
2024-10-30 13:00:00,Kranti Chowk,48,31.589278722280433,Low,Cloudy
